Company,Chocolate_origin,Review_number,Review_year,Cocoa_percent,Company_location,Rating,Bean_type,Bean_origin,Cocoa_category,Rating_category
Guittard,Tsaranta,93,2006,61.0,USA,3.5,4,Unkown,Mild Mocha,Fair
Guittard,Semisweet,99,2006,61.0,USA,3.0,4,Unkown,Mild Mocha,Fair
Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,6,Papua New Guinea,Moderate Blend,Fair
Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,6,Unkown,Moderate Blend,Fair
Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,6,Dominican Republic,Moderate Blend,Fair
Habitual,Trinitario,1197,2014,70.0,Canada,3.5,2,Unkown,Moderate Blend,Fair
Habitual,Downtown London,1201,2014,65.0,Canada,2.75,6,Unkown,Mild Mocha,Fair
Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,6,Unkown,Moderate Blend,Fair
Habitual,Amazonas,1201,2014,80.0,Canada,3.0,6,Unkown,Moderate Blend,Fair
Habitual,Sharkey,1201,2014,66.0,Canada,3.25,6,Hawaii,Mild Mocha,Fair
Habitual,one hundred,1205,2014,100.0,Canada,2.0,6,Unkown,Deep Dark,Poor
Hachez,Arriba,166,2007,77.0,Germany,2.5,3,Ecuador,Moderate Blend,Fair
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,2,Ecuador,Mild Mocha,Fair
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,2,Ecuador,Moderate Blend,Fair
Haigh,South America and Africa,701,2011,70.0,Australia,3.0,6,"South America, Africa",Moderate Blend,Fair
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,USA,3.25,6,Brazil,Deep Dark,Fair
Harper Macaw,Brazil Blend,1696,2015,67.0,USA,3.0,6,Brazil,Mild Mocha,Fair
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,USA,3.5,6,Brazil,Moderate Blend,Fair
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,USA,3.5,6,Brazil,Moderate Blend,Fair
Heilemann,Peru,1876,2016,64.0,Germany,2.75,6,Peru,Mild Mocha,Fair
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,USA,3.25,6,Belize,Moderate Blend,Fair
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,USA,3.5,6,Costa Rica,Moderate Blend,Fair
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,USA,3.5,6,Bolivia,Mild Mocha,Fair
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,USA,3.0,6,Bolivia,Mild Mocha,Fair
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,USA,3.75,6,Ecuador,Mild Mocha,Fair
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,USA,3.75,6,Hawaii,Mild Mocha,Fair
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,USA,3.5,6,Hawaii,Moderate Blend,Fair
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,USA,3.75,6,Bolivia,Mild Mocha,Fair
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,USA,4.0,6,Bolivia,Moderate Blend,Excellent
hello cocoa,Uganda,1458,2015,57.0,USA,2.75,3,Uganda,Mild Mocha,Fair
hello cocoa,Venezuela,1462,2015,74.0,USA,3.5,1,Venezuela,Moderate Blend,Fair
hexx,Tanzania,1546,2015,70.0,USA,2.75,6,Tanzania,Moderate Blend,Fair
hexx,Madagascar,1546,2015,74.0,USA,3.0,2,Madagascar,Moderate Blend,Fair
hexx,Venezuela,1546,2015,70.0,USA,3.0,6,Venezuela,Moderate Blend,Fair
hexx,Ecuador,1550,2015,73.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
hexx,Peru,1550,2015,70.0,USA,3.25,6,Peru,Moderate Blend,Fair
Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,2,Madagascar,Moderate Blend,Fair
Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,2,Venezuela,Moderate Blend,Fair
Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,2,Dominican Republic,Moderate Blend,Fair
Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,1,Peru,Mild Mocha,Fair
Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,3,Ecuador,Moderate Blend,Poor
Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,3,Ecuador,Moderate Blend,Fair
Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,3,Ecuador,Moderate Blend,Fair
Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,3,Ecuador,Mild Mocha,Fair
Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,3,Ecuador,Mild Mocha,Fair
Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,6,Peru,Moderate Blend,Fair
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5,6,Ecuador,Moderate Blend,Fair
Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,2,Madagascar,Moderate Blend,Fair
Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,2,Trinidad,Moderate Blend,Fair
Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,6,Venezuela,Moderate Blend,Fair
Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,6,Ivory Coast,Moderate Blend,Fair
Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,6,Dominican Republic,Moderate Blend,Fair
Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,6,Peru,Moderate Blend,Fair
Holy Cacao,Hispaniola w/ nibs,431,2009,75.0,Israel,3.75,6,Dominican Republic,Moderate Blend,Fair
Honest,"Ecuador, w/ nibs",1327,2014,72.0,South Africa,2.5,6,Ecuador,Moderate Blend,Fair
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70.0,U.K.,2.75,6,St. Lucia,Moderate Blend,Fair
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70.0,U.K.,4.0,2,St. Lucia,Moderate Blend,Excellent
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100.0,U.K.,1.75,2,St. Lucia,Deep Dark,Poor
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,U.K.,3.0,2,Trinidad,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.0,U.K.,3.5,2,Vietnam,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90.0,U.K.,3.0,3,Ecuador,Deep Dark,Fair
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72.0,U.K.,3.0,2,Madagascar,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.0,U.K.,3.5,3,Ecuador,Deep Dark,Fair
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100.0,U.K.,2.75,6,Peru,Deep Dark,Fair
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100.0,U.K.,2.5,3,Ecuador,Deep Dark,Fair
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100.0,U.K.,2.75,6,Dominican Republic,Deep Dark,Fair
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,U.K.,3.5,4,Madagascar,Mild Mocha,Fair
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80.0,U.K.,3.0,3,Ecuador,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65.0,U.K.,3.0,2,St. Lucia,Mild Mocha,Fair
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.0,U.K.,3.25,2,St. Lucia,Mild Mocha,Fair
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70.0,U.K.,2.75,6,Ecuador,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70.0,U.K.,3.0,6,Dominican Republic,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,U.K.,2.75,2,Venezuela,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72.0,U.K.,3.0,6,St. Lucia,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),Uganda,296,2008,80.0,U.K.,2.5,3,Uganda,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,U.K.,2.75,6,Tanzania,Moderate Blend,Fair
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72.0,U.K.,3.0,3,Sao Tome,Moderate Blend,Fair
Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,2,Vietnam,Moderate Blend,Fair
Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,4,Bolivia,Moderate Blend,Fair
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,4,Bolivia,Moderate Blend,Fair
Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,2,Nicaragua,Moderate Blend,Fair
Hummingbird,Hispaniola,1311,2014,70.0,Canada,3.75,2,Dominican Republic,Moderate Blend,Fair
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.0,Canada,3.5,6,Dominican Republic,Moderate Blend,Fair
Hummingbird,"Ocumare, Cumboto",1097,2013,70.0,Canada,3.25,4,Venezuela,Moderate Blend,Fair
Hummingbird,Amazonas,1097,2013,70.0,Canada,3.75,3,Venezuela,Moderate Blend,Fair
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72.0,Switzerland,3.75,2,Venezuela,Moderate Blend,Fair
Idilio (Felchlin),Coopertiva Amazona,725,2011,72.0,Switzerland,3.75,1,Venezuela,Moderate Blend,Fair
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72.0,Switzerland,3.75,6,Venezuela,Moderate Blend,Fair
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72.0,Switzerland,3.25,1,Venezuela,Moderate Blend,Fair
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72.0,Switzerland,3.75,1,Venezuela,Moderate Blend,Fair
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74.0,Switzerland,4.0,1,Venezuela,Moderate Blend,Excellent
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72.0,Switzerland,3.5,1,Venezuela,Moderate Blend,Fair
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70.0,Switzerland,4.0,2,Venezuela,Moderate Blend,Excellent
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72.0,Switzerland,4.0,1,Venezuela,Moderate Blend,Excellent
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72.0,Switzerland,4.0,6,Venezuela,Moderate Blend,Excellent
Indah,India (south),1788,2016,61.0,India,2.5,6,India,Mild Mocha,Fair
Indaphoria,La Red,821,2012,70.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Indaphoria,"Conacado, Manifesto",907,2012,70.0,USA,2.75,6,Dominican Republic,Moderate Blend,Fair
Indi,Honduras,1255,2014,77.0,USA,3.0,6,Honduras,Moderate Blend,Fair
iQ Chocolate,"Satipo region, white label",943,2012,72.0,Scotland,2.75,1,Peru,Moderate Blend,Fair
iQ Chocolate,black label,943,2012,72.0,Scotland,3.0,6,Peru,Moderate Blend,Fair
Isidro,Madagascar,1275,2014,72.0,USA,3.5,2,Madagascar,Moderate Blend,Fair
Isidro,Peru,1279,2014,72.0,USA,2.25,6,Peru,Moderate Blend,Poor
Isidro,Belize,1279,2014,72.0,USA,3.25,2,Belize,Moderate Blend,Fair
Isidro,Dominican Republic,1279,2014,72.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70.0,USA,3.5,2,Belize,Moderate Blend,Fair
Izard,"Elvesia P., Batch 32",1546,2015,70.0,USA,2.75,6,Dominican Republic,Moderate Blend,Fair
Jacque Torres,Trinatario Treasure,5,2006,71.0,USA,2.0,2,Ghana,Moderate Blend,Poor
Jordis,Madagascar,1534,2015,63.0,Czech Republic,2.75,2,Madagascar,Mild Mocha,Fair
Just Good Chocolate,Belize,1375,2014,70.0,USA,3.5,2,Belize,Moderate Blend,Fair
Just Good Chocolate,Madagascar,1375,2014,70.0,USA,3.5,2,Madagascar,Moderate Blend,Fair
Just Good Chocolate,Peru,1375,2014,70.0,USA,4.0,6,Peru,Moderate Blend,Excellent
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70.0,Dominican Republic,3.5,6,Dominican Republic,Moderate Blend,Fair
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82.0,Dominican Republic,3.0,6,Dominican Republic,Deep Dark,Fair
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55.0,Dominican Republic,3.25,6,Dominican Republic,Mild Mocha,Fair
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62.0,Dominican Republic,3.25,6,Dominican Republic,Mild Mocha,Fair
Kakao,Peru,837,2012,64.0,Germany,2.5,6,Peru,Mild Mocha,Fair
Kakao,Vanuatu,387,2009,65.0,Germany,3.75,2,Vanuatu,Mild Mocha,Fair
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70.0,Ecuador,3.0,6,Ecuador,Moderate Blend,Fair
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70.0,Ecuador,3.5,6,Ecuador,Moderate Blend,Fair
Kallari (Ecuatoriana),Roberto,245,2008,75.0,Ecuador,2.75,6,Ecuador,Moderate Blend,Fair
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85.0,Ecuador,2.5,6,Ecuador,Deep Dark,Fair
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85.0,Ecuador,2.75,6,Ecuador,Deep Dark,Fair
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85.0,Ecuador,3.0,6,Ecuador,Deep Dark,Fair
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75.0,Ecuador,2.5,6,Ecuador,Moderate Blend,Fair
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85.0,Ecuador,3.0,6,Ecuador,Deep Dark,Fair
Kaoka (Cemoi),Noir,404,2009,70.0,France,2.75,6,Unkown,Moderate Blend,Fair
Kaoka (Cemoi),Ecuador,423,2009,80.0,France,2.75,6,Ecuador,Moderate Blend,Fair
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Ki' Xocolatl,Dark,431,2009,72.0,Mexico,2.0,6,Mexico,Moderate Blend,Poor
Kiskadee,"La Red, Guanconjeco",1251,2014,60.0,USA,3.0,2,Dominican Republic,Mild Mocha,Fair
Kto,San Martin,1422,2014,72.0,USA,2.5,6,Peru,Moderate Blend,Fair
Kto,Ocumare,1422,2014,72.0,USA,2.75,6,Venezuela,Moderate Blend,Fair
Kto,Belize,1422,2014,72.0,USA,3.0,2,Belize,Moderate Blend,Fair
Kto,Sambirano Valley,1422,2014,72.0,USA,3.25,2,Madagascar,Moderate Blend,Fair
Kto,Belize,1426,2014,90.0,USA,3.25,2,Belize,Deep Dark,Fair
Kto,Elvesia,1426,2014,72.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Kto,ROIG,1426,2014,72.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70.0,USA,3.25,6,Haiti,Moderate Blend,Fair
K'ul,"Maranon, Fortunato No. 4",1852,2016,70.0,USA,2.75,3,Peru,Moderate Blend,Fair
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70.0,USA,3.75,6,Ecuador,Moderate Blend,Fair
K'ul,"Bahia, Fazenda Camboa",1852,2016,70.0,USA,3.75,3,Brazil,Moderate Blend,Fair
Kyya,Uganda,1359,2014,72.5,USA,2.5,3,Uganda,Moderate Blend,Fair
Kyya,Hispaniola,1359,2014,72.5,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Kyya,Ecuador,1363,2014,72.5,USA,2.5,6,Ecuador,Moderate Blend,Fair
Kyya,Madagascar,1363,2014,72.5,USA,3.0,2,Madagascar,Moderate Blend,Fair
L.A. Burdick (Felchlin),Peru,891,2012,74.0,USA,3.25,6,Peru,Moderate Blend,Fair
L.A. Burdick (Felchlin),Brazil,891,2012,70.0,USA,4.0,6,Brazil,Moderate Blend,Excellent
L.A. Burdick (Felchlin),Chuao,927,2012,68.0,USA,3.75,2,Venezuela,Mild Mocha,Fair
L.A. Burdick (Felchlin),Quito,682,2011,74.0,USA,3.75,6,Ecuador,Moderate Blend,Fair
L.A. Burdick (Felchlin),Grenada,576,2010,75.0,USA,3.25,2,Grenada,Moderate Blend,Fair
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
L.A. Burdick (Felchlin),Venzuela,597,2010,71.0,USA,3.0,6,Venezuela,Moderate Blend,Fair
L.A. Burdick (Felchlin),Madagascar,431,2009,64.0,USA,3.5,2,Madagascar,Mild Mocha,Fair
L.A. Burdick (Felchlin),Bolivian,451,2009,68.0,USA,3.0,6,Bolivia,Mild Mocha,Fair
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70.0,Japan,2.25,4,Peru,Moderate Blend,Poor
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70.0,Japan,2.5,4,Peru,Moderate Blend,Fair
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70.0,Japan,3.0,1,Peru,Moderate Blend,Fair
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70.0,Japan,3.0,4,Belize,Moderate Blend,Fair
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,6,"Africa, Carribean, C. Am.",Moderate Blend,Fair
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.0,France,3.25,6,Tobago,Mild Mocha,Fair
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,6,Ecuador,Mild Mocha,Fair
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,6,Dominican Republic,Mild Mocha,Fair
La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,2,Grenada,Mild Mocha,Fair
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,3,Ghana,Mild Mocha,Fair
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,1,Venezuela,Mild Mocha,Fair
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,6,Unkown,Mild Mocha,Fair
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,6,Unkown,Mild Mocha,Fair
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,4,"Ven., Indonesia, Ecuad.",Moderate Blend,Fair
La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,6,Peru,Moderate Blend,Fair
La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,6,Ecuador,Mild Mocha,Fair
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,2,Madagascar,Moderate Blend,Fair
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,2,Vietnam,Moderate Blend,Fair
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,6,Cuba,Moderate Blend,Fair
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,6,Peru,Moderate Blend,Fair
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,6,Ivory Coast,Moderate Blend,Fair
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,3,Sao Tome,Moderate Blend,Fair
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,6,Brazil,Moderate Blend,Fair
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.0,France,3.75,2,Vietnam,Moderate Blend,Fair
Laia aka Chat-Noir,Cuba,1434,2014,70.0,France,2.75,6,Cuba,Moderate Blend,Fair
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,6,Trinidad-Tobago,Mild Mocha,Fair
Lajedo do Ouro,Catongo,927,2012,70.0,Brazil,3.5,3,Brazil,Moderate Blend,Fair
Lake Champlain (Callebaut),Tanzania,327,2009,75.0,USA,2.5,6,Tanzania,Moderate Blend,Fair
L'Amourette,Rugoso,1784,2016,80.0,USA,3.5,2,Nicaragua,Moderate Blend,Fair
L'Amourette,Carenero Superior,833,2012,75.0,USA,3.0,2,Venezuela,Moderate Blend,Fair
L'Amourette,Rio Caribe,833,2012,75.0,USA,3.0,2,Venezuela,Moderate Blend,Fair
L'Amourette,Blend,853,2012,72.0,USA,3.0,1,"Peru, Ecuador, Venezuela",Moderate Blend,Fair
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.0,USA,3.5,6,Honduras,Moderate Blend,Fair
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.0,USA,3.25,6,Belize,Moderate Blend,Fair
Letterpress,Liberia,1728,2016,70.0,USA,3.25,6,Liberia,Moderate Blend,Fair
Letterpress,Beniamo,1562,2015,70.0,USA,3.25,6,Bolivia,Moderate Blend,Fair
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70.0,USA,3.5,2,Trinidad,Moderate Blend,Fair
Letterpress,San Andres,1566,2015,70.0,USA,3.0,6,Costa Rica,Moderate Blend,Fair
Letterpress,"La Red, Guaconejo",1566,2015,70.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Letterpress,Kokoa Kamili,1566,2015,70.0,USA,3.5,6,Tanzania,Moderate Blend,Fair
Letterpress,Maranura,1371,2014,70.0,USA,3.5,3,Peru,Moderate Blend,Fair
Levy,Sambirano,1231,2014,71.0,Finland,3.5,1,Madagascar,Moderate Blend,Fair
Lilla,Madagascar,1856,2016,70.0,Finland,3.0,2,Madagascar,Moderate Blend,Fair
Lillie Belle,Perfect Illusion,855,2012,65.0,USA,3.5,1,Peru,Mild Mocha,Fair
Lillie Belle,"Bolivia, Wild Thing",903,2012,68.0,USA,3.5,1,Bolivia,Mild Mocha,Fair
Lillie Belle,La Selva,903,2012,68.0,USA,3.75,6,Peru,Mild Mocha,Fair
Lillie Belle,Purple Haze,947,2012,75.0,USA,2.75,6,"Venezuela, Dom. Rep.",Moderate Blend,Fair
Lillie Belle,"The Other One, Grand Cru",947,2012,74.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Lillie Belle,Wild Thing,947,2012,68.0,USA,3.5,1,Bolivia,Mild Mocha,Fair
Lindt & Sprungli,Excellence (US Version),157,2007,85.0,Switzerland,3.0,6,Unkown,Deep Dark,Fair
Loiza,Puerto Rico,1049,2013,65.0,Puerto Rico,2.5,6,Puerto Rico,Mild Mocha,Fair
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70.0,USA,3.75,6,Hawaii,Moderate Blend,Fair
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65.0,USA,3.25,6,Hawaii,Mild Mocha,Fair
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75.0,USA,3.75,6,Hawaii,Moderate Blend,Fair
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71.0,USA,3.0,6,Hawaii,Moderate Blend,Fair
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72.0,USA,3.0,6,Hawaii,Moderate Blend,Fair
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70.0,USA,3.5,6,Hawaii,Moderate Blend,Fair
Love Bar,Nicaragua,1502,2015,75.0,USA,2.0,6,Nicaragua,Moderate Blend,Poor
Luker,Selva,552,2010,46.0,Colombia,2.75,6,"Colombia, Ecuador",Mild Mocha,Fair
Luker,Macondo,552,2010,60.0,Colombia,3.0,6,"Colombia, Ecuador",Mild Mocha,Fair
Luker,Misterio,552,2010,58.0,Colombia,3.0,6,"Colombia, Ecuador",Mild Mocha,Fair
Luker,Santander,552,2010,65.0,Colombia,3.5,6,Colombia,Mild Mocha,Fair
Machu Picchu Trading Co.,Peru,721,2011,70.0,Peru,1.5,6,Peru,Moderate Blend,Poor
Machu Picchu Trading Co.,Peru,552,2010,55.0,Peru,2.25,6,Peru,Mild Mocha,Poor
Madecasse (Cinagra),Madagascar,284,2008,67.0,Madagascar,3.5,2,Madagascar,Mild Mocha,Fair
Madecasse (Cinagra),Madagascar,284,2008,70.0,Madagascar,3.75,2,Madagascar,Moderate Blend,Fair
Madecasse (Cinagra),Madagascar,284,2008,63.0,Madagascar,4.0,2,Madagascar,Mild Mocha,Excellent
Madecasse (Cinagra),Madagascar,288,2008,75.0,Madagascar,3.5,2,Madagascar,Moderate Blend,Fair
Madre,Guadalcanal,1940,2017,73.0,USA,3.5,6,Solomon Islands,Moderate Blend,Fair
Madre,Puerto Rico,1085,2013,70.0,USA,2.75,6,Puerto Rico,Moderate Blend,Fair
Madre,Brazil,1085,2013,70.0,USA,3.5,6,Brazil,Moderate Blend,Fair
Madre,"Choobua, Kona",1089,2013,70.0,USA,2.75,6,Hawaii,Moderate Blend,Fair
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70.0,USA,2.75,6,Mexico,Moderate Blend,Fair
Madre,"Hamakua Coast, Kokoleka",991,2012,70.0,USA,3.25,6,Hawaii,Moderate Blend,Fair
Madre,"Criollo, Hawaii",995,2012,70.0,USA,3.25,1,Hawaii,Moderate Blend,Fair
Madre,Kaua'i,995,2012,70.0,USA,3.5,6,Hawaii,Moderate Blend,Fair
Madre,Dominican,672,2011,70.0,USA,2.5,6,Dominican Republic,Moderate Blend,Fair
Madre,Upala,693,2011,70.0,USA,2.75,6,Costa Rica,Moderate Blend,Fair
Madre,"Chiapas, Triple Cacao",607,2010,72.0,USA,2.75,6,Mexico,Moderate Blend,Fair
Maglio,Africa,300,2008,75.0,Italy,2.0,6,Tanzania,Moderate Blend,Poor
Maglio,Ecuador,308,2008,70.0,Italy,3.0,3,Ecuador,Moderate Blend,Fair
